transaction_id,customer_id,customer_segment,account_age_days,prior_successful_payments,payment_method,transaction_amount,original_failure_at,failure_reason,retry_attempt_number,retry_window_minutes,retry_window_bucket,retry_at,hour_of_day,time_of_day_bucket,retry_success
T0008693,C00851,new,12,0,debit_card,16.75,2025-02-22T16:02:10,fraud_suspected,1,2231,long,2025-02-24T05:13:10,16,afternoon,0
T0008694,C01142,loyal,2745,133,credit_card,43.38,2025-02-14T14:16:11,insufficient_funds,1,9,short,2025-02-14T14:25:11,14,afternoon,0
T0008695,C00423,new,77,2,bank_transfer,102.55,2025-06-11T14:07:34,network_error,1,407,medium,2025-06-11T20:54:34,14,afternoon,0
T0008696,C00471,new,1,0,debit_card,60.55,2025-01-27T09:31:18,incorrect_cvv,2,440,medium,2025-01-27T16:51:18,9,morning,1
T0008697,C02811,loyal,2917,166,credit_card,23.66,2025-03-25T14:23:06,network_error,2,4,immediate,2025-03-25T14:27:06,14,afternoon,1
T0008698,C02544,returning,497,16,credit_card,20.79,2025-06-21T12:41:03,insufficient_funds,1,119,medium,2025-06-21T14:40:03,12,afternoon,0
T0008699,C00502,loyal,1044,109,digital_wallet,32.06,2025-05-19T18:47:08,expired_card,1,17,short,2025-05-19T19:04:08,18,evening,1
T0008700,C02612,loyal,2703,178,bank_transfer,47.47,2025-04-26T00:48:24,processing_error,1,55,short,2025-04-26T01:43:24,0,night,0
T0008701,C02525,loyal,884,195,debit_card,47.55,2025-02-24T12:39:14,insufficient_funds,1,1752,long,2025-02-25T17:51:14,12,afternoon,1
T0008702,C00102,loyal,877,48,debit_card,79.52,2025-02-25T19:15:02,insufficient_funds,2,3,immediate,2025-02-25T19:18:02,19,evening,1
T0008703,C01973,loyal,2723,21,credit_card,55.72,2025-06-13T15:56:07,incorrect_cvv,1,7,short,2025-06-13T16:03:07,15,afternoon,0
T0008704,C03045,returning,250,20,debit_card,43.09,2025-05-25T14:00:06,processing_error,1,3,immediate,2025-05-25T14:03:06,14,afternoon,1
T0008705,C01143,loyal,2843,94,credit_card,110.96,2025-02-06T20:01:24,incorrect_cvv,1,4,immediate,2025-02-06T20:05:24,20,evening,1
T0008706,C00769,loyal,1993,104,credit_card,66.6,2025-03-02T23:21:46,insufficient_funds,1,4,immediate,2025-03-02T23:25:46,23,evening,0
T0008707,C02755,returning,693,18,debit_card,38.65,2025-03-18T19:07:41,card_not_activated,1,562,medium,2025-03-19T04:29:41,19,evening,1
T0008708,C02269,new,68,2,paypal,21.97,2025-01-27T15:07:22,network_error,2,28,short,2025-01-27T15:35:22,15,afternoon,1
T0008709,C00559,loyal,952,56,credit_card,25.0,2025-05-27T14:05:30,expired_card,2,32,short,2025-05-27T14:37:30,14,afternoon,0
T0008710,C02245,returning,475,19,upi,84.16,2025-06-25T12:08:50,processing_error,2,1340,medium,2025-06-26T10:28:50,12,afternoon,1
T0008711,C03861,returning,441,14,digital_wallet,25.25,2025-04-25T17:15:15,insufficient_funds,2,4,immediate,2025-04-25T17:19:15,17,afternoon,0
T0008712,C02866,loyal,1640,165,debit_card,28.18,2025-03-22T01:04:47,card_not_activated,2,55,short,2025-03-22T01:59:47,1,night,0
T0008713,C02207,loyal,2695,26,bank_transfer,20.84,2025-04-19T13:26:12,bank_decline_generic,2,2,immediate,2025-04-19T13:28:12,13,afternoon,0
T0008714,C02343,loyal,2726,45,debit_card,265.51,2025-05-09T16:07:25,insufficient_funds,1,14,short,2025-05-09T16:21:25,16,afternoon,0
T0008715,C01136,returning,144,8,debit_card,28.0,2025-01-22T17:16:44,card_not_activated,2,35,short,2025-01-22T17:51:44,17,afternoon,0
T0008716,C00037,loyal,1980,82,credit_card,45.49,2025-05-15T22:41:35,incorrect_cvv,1,17,short,2025-05-15T22:58:35,22,evening,1
T0008717,C03167,loyal,2734,83,bank_transfer,21.85,2025-05-01T20:02:47,insufficient_funds,2,6,short,2025-05-01T20:08:47,20,evening,1
T0008718,C02187,loyal,1986,81,paypal,35.89,2025-05-11T22:00:51,bank_decline_generic,1,42,short,2025-05-11T22:42:51,22,evening,1
T0008719,C02288,returning,306,10,paypal,56.85,2025-05-22T10:51:46,bank_decline_generic,1,3355,long,2025-05-24T18:46:46,10,morning,0
T0008720,C01666,loyal,1906,162,debit_card,73.2,2025-06-18T14:28:59,fraud_suspected,2,14,short,2025-06-18T14:42:59,14,afternoon,0
T0008721,C03772,new,6,1,paypal,42.94,2025-04-12T14:01:52,incorrect_cvv,1,3,immediate,2025-04-12T14:04:52,14,afternoon,1
T0008722,C03162,loyal,2523,130,bank_transfer,232.75,2025-01-05T07:46:27,bank_decline_generic,1,9,short,2025-01-05T07:55:27,7,morning,0
T0008723,C03881,returning,99,7,debit_card,18.69,2025-04-15T14:59:07,bank_decline_generic,1,170,medium,2025-04-15T17:49:07,14,afternoon,0
T0008724,C03939,loyal,1988,159,paypal,117.92,2025-02-03T13:24:08,network_error,1,327,medium,2025-02-03T18:51:08,13,afternoon,1
T0008725,C03454,loyal,2452,195,debit_card,190.94,2025-01-19T20:20:10,insufficient_funds,3,1,immediate,2025-01-19T20:21:10,20,evening,0
T0008726,C00729,returning,246,16,paypal,22.6,2025-03-02T08:18:35,bank_decline_generic,2,4031,long,2025-03-05T03:29:35,8,morning,0
T0008727,C02186,loyal,1673,26,paypal,86.91,2025-02-10T07:08:33,bank_decline_generic,1,505,medium,2025-02-10T15:33:33,7,morning,0
T0008728,C02844,new,45,1,paypal,18.47,2025-01-19T19:36:18,bank_decline_generic,1,1,immediate,2025-01-19T19:37:18,19,evening,0
T0008729,C00036,returning,205,14,digital_wallet,25.98,2025-01-03T18:08:15,insufficient_funds,1,1,immediate,2025-01-03T18:09:15,18,evening,1
T0008730,C01660,loyal,2457,127,credit_card,338.62,2025-06-05T11:41:40,network_error,1,6,short,2025-06-05T11:47:40,11,morning,1
T0008731,C03248,returning,159,5,debit_card,13.11,2025-03-04T21:03:50,insufficient_funds,1,10,short,2025-03-04T21:13:50,21,evening,0
T0008732,C03182,loyal,2123,78,credit_card,8.72,2025-05-21T10:48:47,network_error,3,8,short,2025-05-21T10:56:47,10,morning,1
T0008733,C03259,returning,681,7,credit_card,52.84,2025-01-04T22:38:20,incorrect_cvv,1,2,immediate,2025-01-04T22:40:20,22,evening,1
T0008734,C01030,loyal,884,60,digital_wallet,37.63,2025-03-25T20:14:20,insufficient_funds,1,1,immediate,2025-03-25T20:15:20,20,evening,0
T0008735,C00230,loyal,1493,199,credit_card,63.49,2025-03-07T09:00:05,expired_card,2,2,immediate,2025-03-07T09:02:05,9,morning,0
T0008736,C01090,new,62,0,credit_card,64.99,2025-05-04T20:27:04,card_not_activated,2,228,medium,2025-05-05T00:15:04,20,evening,1
T0008737,C03203,returning,427,19,debit_card,30.85,2025-02-08T11:55:21,insufficient_funds,3,671,medium,2025-02-08T23:06:21,11,morning,0
T0008738,C00551,loyal,2617,193,paypal,103.17,2025-04-13T16:17:51,expired_card,1,2,immediate,2025-04-13T16:19:51,16,afternoon,1
T0008739,C03094,loyal,1777,71,debit_card,15.47,2025-05-13T19:57:05,incorrect_cvv,1,3,immediate,2025-05-13T20:00:05,19,evening,1
T0008740,C03241,new,41,1,credit_card,50.82,2025-03-07T10:35:42,insufficient_funds,1,2072,long,2025-03-08T21:07:42,10,morning,0
T0008741,C01886,loyal,2198,197,paypal,42.61,2025-01-09T06:20:21,insufficient_funds,2,1417,medium,2025-01-10T05:57:21,6,morning,0
T0008742,C00046,new,90,2,credit_card,58.4,2025-02-19T01:02:31,insufficient_funds,1,4773,long,2025-02-22T08:35:31,1,night,1
T0008743,C03685,returning,259,10,paypal,101.71,2025-06-13T18:13:57,insufficient_funds,2,29,short,2025-06-13T18:42:57,18,evening,1
T0008744,C00267,returning,168,7,bank_transfer,30.45,2025-05-17T16:54:52,processing_error,1,1097,medium,2025-05-18T11:11:52,16,afternoon,0
T0008745,C00215,returning,601,17,bank_transfer,36.48,2025-06-03T17:04:32,insufficient_funds,3,20,short,2025-06-03T17:24:32,17,afternoon,0
T0008746,C03817,loyal,1727,23,credit_card,82.61,2025-05-01T17:06:42,card_not_activated,1,40,short,2025-05-01T17:46:42,17,afternoon,0
T0008747,C03335,returning,690,7,credit_card,126.9,2025-04-22T22:42:51,network_error,2,270,medium,2025-04-23T03:12:51,22,evening,1
T0008748,C02961,loyal,2333,116,bank_transfer,26.77,2025-05-31T23:21:27,bank_decline_generic,1,7,short,2025-05-31T23:28:27,23,evening,1
T0008749,C03666,loyal,1871,93,paypal,27.99,2025-01-05T10:03:17,expired_card,1,14,short,2025-01-05T10:17:17,10,morning,0
T0008750,C01863,loyal,1991,196,paypal,53.94,2025-05-22T08:23:16,bank_decline_generic,2,1,immediate,2025-05-22T08:24:16,8,morning,0
T0008751,C00605,returning,175,18,bank_transfer,55.11,2025-05-03T08:48:05,processing_error,2,1,immediate,2025-05-03T08:49:05,8,morning,0
T0008752,C03255,new,79,1,credit_card,93.59,2025-05-02T10:26:21,insufficient_funds,2,3,immediate,2025-05-02T10:29:21,10,morning,0
T0008753,C02921,loyal,1598,21,debit_card,30.42,2025-01-06T23:39:14,insufficient_funds,1,5,immediate,2025-01-06T23:44:14,23,evening,1
T0008754,C03341,loyal,888,118,bank_transfer,17.79,2025-04-21T15:11:03,card_not_activated,2,4,immediate,2025-04-21T15:15:03,15,afternoon,0
T0008755,C00743,new,50,2,credit_card,87.57,2025-05-14T05:49:36,network_error,1,2,immediate,2025-05-14T05:51:36,5,night,1
T0008756,C03454,loyal,2452,195,debit_card,40.65,2025-01-24T10:00:43,fraud_suspected,1,30,short,2025-01-24T10:30:43,10,morning,0
T0008757,C02107,returning,175,12,bank_transfer,28.07,2025-04-25T15:04:02,network_error,1,234,medium,2025-04-25T18:58:02,15,afternoon,0
T0008758,C02601,loyal,2269,87,paypal,60.62,2025-06-17T12:24:41,expired_card,2,2680,long,2025-06-19T09:04:41,12,afternoon,0
T0008759,C00069,loyal,1729,169,debit_card,59.22,2025-03-21T09:00:21,processing_error,1,3,immediate,2025-03-21T09:03:21,9,morning,1
T0008760,C02805,returning,109,20,debit_card,108.99,2025-03-01T16:12:48,insufficient_funds,3,6298,long,2025-03-06T01:10:48,16,afternoon,1
T0008761,C00573,loyal,932,89,debit_card,71.87,2025-02-03T09:35:01,insufficient_funds,2,829,medium,2025-02-03T23:24:01,9,morning,0
T0008762,C03363,new,87,1,debit_card,87.92,2025-04-04T18:46:42,insufficient_funds,3,3,immediate,2025-04-04T18:49:42,18,evening,0
T0008763,C02909,loyal,1212,134,digital_wallet,31.13,2025-04-01T18:57:49,insufficient_funds,2,3,immediate,2025-04-01T19:00:49,18,evening,0
T0008764,C01144,returning,613,19,paypal,46.86,2025-01-29T07:29:51,processing_error,2,5,immediate,2025-01-29T07:34:51,7,morning,1
T0008765,C01632,returning,633,20,debit_card,70.56,2025-03-16T09:16:58,network_error,2,39,short,2025-03-16T09:55:58,9,morning,1
T0008766,C02068,returning,239,4,credit_card,61.51,2025-04-12T21:16:42,processing_error,1,9,short,2025-04-12T21:25:42,21,evening,1
T0008767,C02741,loyal,1218,170,paypal,72.0,2025-04-05T17:44:51,expired_card,2,80,medium,2025-04-05T19:04:51,17,afternoon,1
T0008768,C00352,returning,384,5,paypal,204.01,2025-02-07T14:29:54,expired_card,1,3212,long,2025-02-09T20:01:54,14,afternoon,0
T0008769,C03586,returning,440,14,bank_transfer,52.69,2025-02-14T21:18:26,insufficient_funds,2,4711,long,2025-02-18T03:49:26,21,evening,0
T0008770,C01281,loyal,2974,104,bank_transfer,136.19,2025-05-09T11:18:37,processing_error,1,3306,long,2025-05-11T18:24:37,11,morning,1
T0008771,C01920,loyal,2832,175,upi,37.61,2025-02-22T20:03:30,processing_error,3,2,immediate,2025-02-22T20:05:30,20,evening,1
T0008772,C03862,loyal,1778,168,debit_card,33.67,2025-03-06T20:52:58,insufficient_funds,2,3583,long,2025-03-09T08:35:58,20,evening,0
T0008773,C00652,new,31,2,paypal,51.41,2025-06-16T09:37:54,incorrect_cvv,3,143,medium,2025-06-16T12:00:54,9,morning,0
T0008774,C01214,returning,668,16,debit_card,104.03,2025-03-23T08:11:14,bank_decline_generic,1,211,medium,2025-03-23T11:42:14,8,morning,1
T0008775,C03260,new,39,0,credit_card,296.27,2025-04-04T08:13:16,incorrect_cvv,1,26,short,2025-04-04T08:39:16,8,morning,0
T0008776,C01427,loyal,1195,22,credit_card,17.59,2025-01-05T10:18:09,incorrect_cvv,1,1,immediate,2025-01-05T10:19:09,10,morning,1
T0008777,C00483,returning,592,12,debit_card,83.72,2025-06-03T20:52:05,bank_decline_generic,1,1327,medium,2025-06-04T18:59:05,20,evening,0
T0008778,C02907,loyal,2467,134,debit_card,52.34,2025-04-02T15:08:14,network_error,1,3,immediate,2025-04-02T15:11:14,15,afternoon,0
T0008779,C03848,returning,467,4,bank_transfer,32.48,2025-03-30T14:34:44,processing_error,1,5340,long,2025-04-03T07:34:44,14,afternoon,1
T0008780,C03207,loyal,2718,22,credit_card,66.78,2025-05-01T17:22:30,incorrect_cvv,1,3,immediate,2025-05-01T17:25:30,17,afternoon,1
T0008781,C03228,new,41,2,debit_card,42.88,2025-01-13T11:41:44,insufficient_funds,2,7,short,2025-01-13T11:48:44,11,morning,1
T0008782,C00108,loyal,1951,150,credit_card,132.93,2025-06-25T07:12:38,incorrect_cvv,2,4024,long,2025-06-28T02:16:38,7,morning,0
T0008783,C01600,returning,136,4,upi,24.56,2025-03-21T14:17:34,network_error,2,2,immediate,2025-03-21T14:19:34,14,afternoon,0
T0008784,C03554,returning,172,8,upi,57.39,2025-05-22T08:19:38,processing_error,1,81,medium,2025-05-22T09:40:38,8,morning,0
T0008785,C03094,loyal,1777,71,debit_card,16.64,2025-05-17T14:41:16,insufficient_funds,1,6,short,2025-05-17T14:47:16,14,afternoon,0
T0008786,C02574,returning,646,16,debit_card,52.26,2025-06-07T21:57:22,incorrect_cvv,1,4753,long,2025-06-11T05:10:22,21,evening,0
T0008787,C01419,loyal,2243,136,bank_transfer,73.37,2025-05-19T10:43:11,network_error,1,448,medium,2025-05-19T18:11:11,10,morning,1
T0008788,C03355,returning,134,6,debit_card,123.42,2025-03-11T15:17:09,expired_card,3,1,immediate,2025-03-11T15:18:09,15,afternoon,0
T0008789,C01766,returning,110,19,digital_wallet,32.39,2025-02-28T18:32:49,bank_decline_generic,3,4,immediate,2025-02-28T18:36:49,18,evening,0
T0008790,C03925,loyal,879,79,paypal,18.59,2025-04-27T12:57:58,bank_decline_generic,3,13,short,2025-04-27T13:10:58,12,afternoon,1
T0008791,C02737,loyal,1236,124,paypal,55.38,2025-02-20T21:32:26,incorrect_cvv,1,36,short,2025-02-20T22:08:26,21,evening,0
T0008792,C00133,returning,247,9,credit_card,41.05,2025-04-12T18:02:34,insufficient_funds,3,2,immediate,2025-04-12T18:04:34,18,evening,0
T0008793,C02505,loyal,1037,198,debit_card,31.71,2025-03-12T14:50:52,network_error,1,8,short,2025-03-12T14:58:52,14,afternoon,1
T0008794,C03749,returning,666,5,paypal,23.53,2025-05-09T16:25:56,card_not_activated,1,6036,long,2025-05-13T21:01:56,16,afternoon,1
T0008795,C00077,loyal,1960,177,upi,57.65,2025-05-31T14:34:40,processing_error,1,27,short,2025-05-31T15:01:40,14,afternoon,1
T0008796,C01876,new,32,2,credit_card,39.15,2025-02-06T12:03:29,insufficient_funds,1,997,medium,2025-02-07T04:40:29,12,afternoon,0
T0008797,C03484,returning,578,15,credit_card,69.14,2025-05-19T16:53:54,insufficient_funds,2,6,short,2025-05-19T16:59:54,16,afternoon,0
T0008798,C00710,returning,381,13,debit_card,70.7,2025-03-11T11:17:25,processing_error,2,13,short,2025-03-11T11:30:25,11,morning,0
T0008799,C02008,loyal,1905,188,upi,41.02,2025-05-29T13:20:46,processing_error,1,512,medium,2025-05-29T21:52:46,13,afternoon,0
T0008800,C00138,loyal,2437,158,paypal,51.22,2025-05-14T22:18:21,insufficient_funds,1,21,short,2025-05-14T22:39:21,22,evening,0
T0008801,C00871,returning,159,5,debit_card,23.5,2025-02-05T13:29:49,insufficient_funds,1,55,short,2025-02-05T14:24:49,13,afternoon,1
T0008802,C01263,returning,655,7,paypal,42.41,2025-02-13T18:25:41,expired_card,2,121,medium,2025-02-13T20:26:41,18,evening,0
T0008803,C02685,returning,493,6,credit_card,53.97,2025-05-18T07:13:00,insufficient_funds,1,239,medium,2025-05-18T11:12:00,7,morning,0
T0008804,C02817,loyal,1623,134,paypal,103.83,2025-06-19T18:46:16,processing_error,1,180,medium,2025-06-19T21:46:16,18,evening,1
T0008805,C01718,new,86,1,paypal,19.98,2025-05-26T04:00:44,fraud_suspected,2,7,short,2025-05-26T04:07:44,4,night,0
T0008806,C01529,returning,202,7,debit_card,12.99,2025-01-21T20:25:20,network_error,1,3,immediate,2025-01-21T20:28:20,20,evening,1
T0008807,C00487,returning,688,18,bank_transfer,56.73,2025-02-17T05:29:24,network_error,2,6,short,2025-02-17T05:35:24,5,night,1
T0008808,C03865,loyal,1725,78,bank_transfer,71.57,2025-06-28T16:19:49,processing_error,2,1029,medium,2025-06-29T09:28:49,16,afternoon,1
T0008809,C02271,loyal,985,185,paypal,89.68,2025-01-11T00:11:37,processing_error,1,3006,long,2025-01-13T02:17:37,0,night,1
T0008810,C03509,loyal,1118,37,credit_card,62.71,2025-05-04T13:59:51,insufficient_funds,2,33,short,2025-05-04T14:32:51,13,afternoon,0
T0008811,C02186,loyal,1673,26,paypal,39.79,2025-03-09T08:14:18,network_error,1,24,short,2025-03-09T08:38:18,8,morning,0
T0008812,C02846,new,78,2,credit_card,114.25,2025-01-06T11:15:08,incorrect_cvv,2,3,immediate,2025-01-06T11:18:08,11,morning,0
T0008813,C01029,loyal,744,105,debit_card,31.24,2025-02-16T16:48:05,incorrect_cvv,1,1,immediate,2025-02-16T16:49:05,16,afternoon,0
T0008814,C00413,new,47,1,digital_wallet,60.73,2025-03-16T12:01:04,network_error,1,17,short,2025-03-16T12:18:04,12,afternoon,1
T0008815,C00960,new,22,0,digital_wallet,24.13,2025-04-30T23:39:53,network_error,1,1,immediate,2025-04-30T23:40:53,23,evening,1
T0008816,C00475,returning,377,6,credit_card,20.06,2025-06-01T11:35:08,expired_card,1,51,short,2025-06-01T12:26:08,11,morning,0
T0008817,C00347,returning,566,17,paypal,32.0,2025-04-16T15:54:28,incorrect_cvv,3,3,immediate,2025-04-16T15:57:28,15,afternoon,0
T0008818,C01841,new,19,0,credit_card,21.52,2025-02-02T15:49:16,incorrect_cvv,1,5,immediate,2025-02-02T15:54:16,15,afternoon,0
T0008819,C01074,returning,414,16,credit_card,96.12,2025-03-30T14:41:52,expired_card,2,1,immediate,2025-03-30T14:42:52,14,afternoon,0
T0008820,C02472,returning,468,11,credit_card,59.59,2025-03-02T22:03:55,fraud_suspected,1,3,immediate,2025-03-02T22:06:55,22,evening,0
T0008821,C03717,new,61,1,credit_card,20.6,2025-03-06T10:07:12,insufficient_funds,2,1,immediate,2025-03-06T10:08:12,10,morning,0
T0008822,C00376,new,56,0,debit_card,74.89,2025-01-30T17:52:22,insufficient_funds,2,486,medium,2025-01-31T01:58:22,17,afternoon,0
T0008823,C01645,returning,610,13,paypal,24.98,2025-02-16T19:28:02,expired_card,2,6321,long,2025-02-21T04:49:02,19,evening,1
T0008824,C02485,loyal,965,110,debit_card,13.77,2025-01-06T10:00:17,expired_card,1,3065,long,2025-01-08T13:05:17,10,morning,0
T0008825,C02092,returning,145,11,credit_card,109.57,2025-01-17T17:18:00,network_error,1,10,short,2025-01-17T17:28:00,17,afternoon,1
T0008826,C01860,loyal,2354,43,credit_card,62.8,2025-03-15T20:53:21,network_error,1,535,medium,2025-03-16T05:48:21,20,evening,1
T0008827,C00207,returning,375,8,upi,77.46,2025-06-27T07:07:03,fraud_suspected,1,24,short,2025-06-27T07:31:03,7,morning,0
T0008828,C00237,loyal,1027,141,bank_transfer,92.82,2025-06-20T09:17:59,fraud_suspected,1,46,short,2025-06-20T10:03:59,9,morning,0
T0008829,C02329,new,45,1,credit_card,46.72,2025-05-11T18:43:32,card_not_activated,1,1,immediate,2025-05-11T18:44:32,18,evening,0
T0008830,C00215,returning,601,17,bank_transfer,32.18,2025-03-27T09:50:35,network_error,1,29,short,2025-03-27T10:19:35,9,morning,1
T0008831,C03658,new,26,0,digital_wallet,33.2,2025-01-25T15:23:11,processing_error,1,76,medium,2025-01-25T16:39:11,15,afternoon,1
T0008832,C02853,loyal,2168,159,paypal,23.1,2025-03-17T16:10:37,insufficient_funds,2,18,short,2025-03-17T16:28:37,16,afternoon,1
T0008833,C03508,returning,716,19,paypal,34.7,2025-03-06T05:35:09,incorrect_cvv,1,2,immediate,2025-03-06T05:37:09,5,night,0
T0008834,C02036,new,86,0,upi,17.76,2025-04-07T10:52:38,card_not_activated,1,43,short,2025-04-07T11:35:38,10,morning,0
T0008835,C02526,new,78,2,credit_card,55.63,2025-04-05T21:50:51,insufficient_funds,3,3,immediate,2025-04-05T21:53:51,21,evening,0
T0008836,C01101,new,19,0,credit_card,83.44,2025-04-09T15:29:18,processing_error,1,24,short,2025-04-09T15:53:18,15,afternoon,0
T0008837,C01093,loyal,884,187,credit_card,47.76,2025-02-02T11:25:48,incorrect_cvv,1,2,immediate,2025-02-02T11:27:48,11,morning,1
T0008838,C02071,returning,569,13,digital_wallet,33.56,2025-02-16T08:32:25,bank_decline_generic,2,1,immediate,2025-02-16T08:33:25,8,morning,0
T0008839,C01390,returning,459,4,credit_card,15.22,2025-01-11T09:15:08,bank_decline_generic,1,31,short,2025-01-11T09:46:08,9,morning,0
T0008840,C02115,loyal,1332,122,credit_card,42.57,2025-03-21T12:10:22,network_error,1,28,short,2025-03-21T12:38:22,12,afternoon,1
T0008841,C01635,returning,139,7,debit_card,75.78,2025-02-13T06:11:33,processing_error,1,478,medium,2025-02-13T14:09:33,6,morning,1
T0008842,C01745,returning,688,3,bank_transfer,87.05,2025-02-23T20:01:21,network_error,1,1,immediate,2025-02-23T20:02:21,20,evening,0
T0008843,C01729,returning,160,18,bank_transfer,21.88,2025-03-01T07:08:56,bank_decline_generic,2,1,immediate,2025-03-01T07:09:56,7,morning,0
T0008844,C02516,returning,455,7,paypal,39.6,2025-06-18T08:05:56,insufficient_funds,3,71,medium,2025-06-18T09:16:56,8,morning,1
T0008845,C02266,new,3,0,digital_wallet,140.45,2025-02-22T15:02:59,insufficient_funds,2,85,medium,2025-02-22T16:27:59,15,afternoon,0
T0008846,C02002,new,70,2,paypal,50.83,2025-06-19T22:17:54,bank_decline_generic,2,5876,long,2025-06-24T00:13:54,22,evening,0
T0008847,C02668,returning,410,17,paypal,69.8,2025-03-27T13:35:25,network_error,3,1,immediate,2025-03-27T13:36:25,13,afternoon,1
T0008848,C01660,loyal,2457,127,credit_card,9.05,2025-03-21T13:06:08,expired_card,1,32,short,2025-03-21T13:38:08,13,afternoon,0
T0008849,C03398,new,87,1,credit_card,148.11,2025-04-29T01:32:05,incorrect_cvv,2,4,immediate,2025-04-29T01:36:05,1,night,1
T0008850,C00364,returning,708,7,digital_wallet,65.81,2025-01-13T11:16:14,processing_error,1,2,immediate,2025-01-13T11:18:14,11,morning,1
T0008851,C03134,loyal,2363,161,debit_card,26.02,2025-01-23T12:20:07,incorrect_cvv,1,7528,long,2025-01-28T17:48:07,12,afternoon,1
T0008852,C00754,returning,356,8,bank_transfer,59.85,2025-05-03T22:50:45,fraud_suspected,1,3,immediate,2025-05-03T22:53:45,22,evening,0
T0008853,C02149,returning,389,5,paypal,8.73,2025-02-24T08:38:21,insufficient_funds,1,5,immediate,2025-02-24T08:43:21,8,morning,0
T0008854,C03189,loyal,950,135,debit_card,26.07,2025-05-31T08:17:09,card_not_activated,1,2321,long,2025-06-01T22:58:09,8,morning,1
T0008855,C01717,loyal,2669,194,debit_card,159.64,2025-01-27T17:43:14,processing_error,1,32,short,2025-01-27T18:15:14,17,afternoon,1
T0008856,C01814,loyal,1657,43,upi,79.41,2025-06-09T09:41:05,processing_error,3,12,short,2025-06-09T09:53:05,9,morning,1
T0008857,C02154,new,88,2,paypal,87.75,2025-06-03T10:17:44,expired_card,3,31,short,2025-06-03T10:48:44,10,morning,0
T0008858,C02558,returning,675,15,bank_transfer,47.16,2025-03-12T20:26:03,fraud_suspected,2,4,immediate,2025-03-12T20:30:03,20,evening,0
T0008859,C01862,returning,248,6,credit_card,222.49,2025-01-18T21:17:20,bank_decline_generic,1,2,immediate,2025-01-18T21:19:20,21,evening,0
T0008860,C02642,loyal,740,139,credit_card,29.8,2025-01-16T10:02:05,incorrect_cvv,3,25,short,2025-01-16T10:27:05,10,morning,1
T0008861,C00237,loyal,1027,141,bank_transfer,308.82,2025-02-12T11:40:12,insufficient_funds,1,1,immediate,2025-02-12T11:41:12,11,morning,0
T0008862,C00138,loyal,2437,158,paypal,52.94,2025-04-23T18:50:38,card_not_activated,1,1008,medium,2025-04-24T11:38:38,18,evening,1
T0008863,C01938,loyal,2850,96,debit_card,64.14,2025-06-19T09:55:13,incorrect_cvv,3,38,short,2025-06-19T10:33:13,9,morning,0
T0008864,C00075,returning,226,14,digital_wallet,87.68,2025-02-04T23:48:37,bank_decline_generic,1,4,immediate,2025-02-04T23:52:37,23,evening,1
T0008865,C02792,returning,252,12,credit_card,38.21,2025-03-10T08:29:30,insufficient_funds,1,14,short,2025-03-10T08:43:30,8,morning,0
T0008866,C03726,loyal,2185,142,upi,63.17,2025-04-29T20:27:25,insufficient_funds,2,58,short,2025-04-29T21:25:25,20,evening,0
T0008867,C01652,loyal,1859,71,credit_card,161.76,2025-02-17T15:38:35,bank_decline_generic,1,64,medium,2025-02-17T16:42:35,15,afternoon,0
T0008868,C03310,loyal,2102,68,credit_card,52.62,2025-03-04T14:04:59,network_error,2,5776,long,2025-03-08T14:20:59,14,afternoon,1
T0008869,C00353,loyal,1090,178,debit_card,21.16,2025-03-30T22:59:33,expired_card,1,12,short,2025-03-30T23:11:33,22,evening,0
T0008870,C03435,returning,296,12,credit_card,75.06,2025-04-01T08:50:52,processing_error,1,20,short,2025-04-01T09:10:52,8,morning,0
T0008871,C02410,loyal,2210,106,credit_card,52.32,2025-03-21T17:18:54,expired_card,1,6,short,2025-03-21T17:24:54,17,afternoon,0
T0008872,C00501,loyal,1320,95,credit_card,47.4,2025-06-14T13:11:02,bank_decline_generic,3,1,immediate,2025-06-14T13:12:02,13,afternoon,1
T0008873,C01039,returning,419,15,digital_wallet,30.73,2025-06-14T14:24:51,card_not_activated,1,12,short,2025-06-14T14:36:51,14,afternoon,0
T0008874,C01122,loyal,1121,129,credit_card,73.06,2025-05-17T16:58:36,fraud_suspected,2,266,medium,2025-05-17T21:24:36,16,afternoon,0
T0008875,C02779,new,56,2,credit_card,184.68,2025-03-25T12:52:20,insufficient_funds,1,423,medium,2025-03-25T19:55:20,12,afternoon,0
T0008876,C02836,returning,672,19,credit_card,56.47,2025-01-11T13:37:39,processing_error,1,1,immediate,2025-01-11T13:38:39,13,afternoon,1
T0008877,C01096,returning,465,5,debit_card,158.25,2025-05-15T15:46:19,incorrect_cvv,1,1,immediate,2025-05-15T15:47:19,15,afternoon,1
T0008878,C00136,returning,111,15,debit_card,21.31,2025-05-05T08:39:44,incorrect_cvv,2,27,short,2025-05-05T09:06:44,8,morning,0
T0008879,C03138,returning,551,8,digital_wallet,30.01,2025-04-19T13:21:54,network_error,3,2,immediate,2025-04-19T13:23:54,13,afternoon,1
T0008880,C01538,loyal,2191,106,debit_card,22.44,2025-03-26T22:32:17,expired_card,2,2,immediate,2025-03-26T22:34:17,22,evening,0
T0008881,C01845,loyal,1327,52,credit_card,99.94,2025-03-07T01:25:10,incorrect_cvv,1,4,immediate,2025-03-07T01:29:10,1,night,1
